,title,director,writers,top_5_billed,rotten_tomato_rating,audience_rating
379,Get Smart,['Peter Segal'],"['Nick Marine', ' Matt Ember', ' Tom J. Astle']","['Anne Hathaway ', 'Alan Arkin ', 'Terence Stamp ', 'Terry Crews ', 'Steve Carell ']",50,67
380,Robots,"['Chris Wedge', ' Carlos Saldanha']","['David Lindsay-Abaire', ' Lowell Ganz', ' Babaloo Mandel']","['Ewan McGregor ', 'Robin Williams ', 'Mel Brooks ', 'Amanda Bynes ', 'Greg Kinnear ']",64,53
381,Four Christmases,['Seth Gordon'],"['Caleb Wilson', ' Jon Lucas', ' Matt Allen', ' Scott Moore']","['Vince Vaughn ', 'Reese Witherspoon ', 'Robert Duvall ', 'Jon Favreau ', 'Mary Steenburgen ']",24,47
382,Bedtime Stories,['Adam Shankman'],"['Matt Lopez', ' Tim Herlihy']","['Adam Sandler ', 'Richard Griffiths ', 'Courteney Cox ', 'Guy Pearce ', 'Keri Russell ']",26,55
383,Road to Perdition,['Sam Mendes'],"['Max Allan Collins', ' Richard Piers Rayner', ' David Self']","['Tom Hanks ', 'Paul Newman ', 'Jennifer Jason Leigh ', 'Jude Law ', 'Stanley Tucci ']",81,86
384,Just Go With It,['Dennis Dugan'],"['Allan Loeb', ' Timothy Dowling', ' Adam Sandler']","['Adam Sandler ', 'Jennifer Aniston ', 'Nicole Kidman ', 'Brooklyn Decker ', 'Bailee Madison ']",19,59
385,Daredevil,['Mark Steven Johnson'],['Mark Steven Johnson'],"['Ben Affleck ', '', 'Elektra Natchios', 'Bullseye', 'Kingpin/Fisk, ']",44,35
386,Eagle Eye,['D.J. Caruso'],"['Hillary Seitz', ' John Glenn', ' Dan McDermott', ' D.J. Caruso', ' Travis Wright']","['Shia LaBeouf ', 'Michelle Monaghan ', '', 'Defense Secretary Callister', 'Zoe Perez']",26,62
387,Con Air,['Simon West'],['Scott Rosenberg'],"['Nicolas Cage ', 'John Cusack ', 'John Malkovich ', 'Steve Buscemi ', 'Ving Rhames ']",55,75
388,Yogi Bear,['Eric Brevig'],"['Joshua Sternin', ' Jeffrey Ventimilia', ' Brad Copeland', ' Josh Sternin', ' Jeff Ventimilia']","['Dan Aykroyd ', 'Justin Timberlake ', 'Anna Faris ', 'Tom Cavanagh ', 'T.J. Miller ']",13,34
389,Cold Mountain,['Anthony Minghella'],['Anthony Minghella'],"['Nicole Kidman ', 'Jude Law ', 'Renée Zellweger ', 'Eileen Atkins ', 'Brendan Gleeson ']",70,77
390,The Book of Eli,"['Albert Hughes', ' Allen Hughes']","['Anthony Peckham', ' Gary Whitta']","['Denzel Washington ', 'Gary Oldman ', 'Mila Kunis ', 'Ray Stevenson ', 'Jennifer Beals ']",47,64
391,Flubber,['Les Mayfield'],"['Bill Walsh', ' John Hughes']","['Robin Williams ', 'Marcia Gay Harden ', 'Christopher McDonald ', 'Raymond J. Barry ', 'Clancy Brown ']",24,33
392,Space Jam,['Joe Pytka'],"['Leo Benvenuti', ' Steve Rudnick', ' Timothy Harris', ' Herschel Weingrod']","['Michael Jordan ', 'Charles Barkley ', 'Patrick Ewing ', 'Patrick EwingMuggsy BoguesBilly West ', 'Larry Johnson ']",43,63
393,Smallfoot,['Karey Kirkpatrick'],"['Karey Kirkpatrick', ' Clare Sera', ' John Requa', ' Glenn Ficarra']","['Channing Tatum ', 'James Corden ', 'Zendaya ', 'Common ', 'LeBron James ']",76,62
394,The Pink Panther,['Blake Edwards'],"['Blake Edwards', ' Maurice Richlin']","['Peter Sellers ', 'David Niven ', 'Capucine ', 'Claudia Cardinale ', 'Robert Wagner ']",88,78
395,Zookeeper,"['Frank Coraci', ' Walt Becker']","['Jay Scherick', ' David Ronn', ' Nick Bakay', ' Rock Reuben', ' Kevin James']","['Kevin James ', 'Rosario Dawson ', 'Ken Jeong ', 'Leslie Bibb ', 'Donnie Wahlberg ']",14,41
396,Conspiracy Theory,['Richard Donner'],['Brian Helgeland'],"['Mel Gibson ', 'Julia Roberts ', 'Patrick Stewart ', 'Cylk Cozart ', 'Stephen KahanTerry AlexanderSteve KahanAlex Mc ArthurRod McLachlanMichael PottsJim SterlingRich HebertBrian J. WilliamsG.A. AguilarCece Neber LabaoSaxon TrainorClaudia StedelinLeonard JacksonDonal GibsonJoanna SanchezMichael Shamus WilesMik ScribaPatrick WildeMushond LeeKevin KindlinTroy GarityJ. Mills GoodloeMichael KurtzPeter KochKevin JacksonNick KusenkoKarl MakinenDarren PeelMarian CollierJohn HarmsChristine ToyDavid KochJuan A. RiojasPaul TuerpéDean WintersJose Ramon RosarioLouis CantariniSean Patrick ThomasPeter JacobsonEdita BrychtaSage AllenThomas J. McCarthyK.T. VogtJoan LundenMatte OsianCharles McDanielDave SimondsRick HoffmanEdward J. RosenBert RemsenLincoln SimondsBill HendersonJay Della ValleJames OliverKerry McCullen PalmisanoVictory Grace PalmisanoKate BayleyIrene HillearyStephen LiskaDon StanleyLorna R. MillenBrad ReaJim Van WyckJayson MerrillDan CracchioloJohn SchwartzmanRaymond KingJared CrawfordJeremy A. GrahamChad SantiagoChristo MorseH. Clay DearDaniel NugentAndrew LaurenTom SchanleyKenneth TigarMaureen LauderJudith WoodburyJames W. GavinAl CerulloCharles W. RobinsonRobert ChavesCliff FlemingView All ']",56,64
397,"Six Days, Seven Nights",['Ivan Reitman'],['Michael Browning'],"['Harrison Ford ', 'Anne Heche ', 'David Schwimmer ', 'Jacqueline Obradors ', 'Temuera Morrison ']",36,36
398,Spirit: Stallion of the Cimarron,"['Lorna Cook', ' Kelly Asbury']",['John Fusco'],"['Matt Damon ', 'James Cromwell ', 'Daniel Studi ', 'Chopper Bernet ', 'Jeff LeBeau ']",70,76
399,Swordfish,['Dominic Sena'],['Skip Woods'],"['John Travolta ', 'Hugh Jackman ', 'Halle Berry ', 'Don Cheadle ', 'Vinnie Jones ']",25,59
400,Lost In Space,['Stephen Hopkins'],['Akiva Goldsman'],"['William Hurt ', 'Matt LeBlanc ', 'Gary Oldman ', 'Mimi Rogers ', 'Heather Graham ']",28,24
401,Bewitched,['Nora Ephron'],"['Nora Ephron', ' Delia Ephron']","['Nicole Kidman ', 'Will Ferrell ', 'Shirley MacLaine ', 'Michael Caine ', 'Jason Schwartzman ']",25,28
402,What Dreams May Come,['Vincent Ward'],['Ronald Bass'],"['Robin Williams ', 'Cuba Gooding Jr. ', 'Annabella Sciorra ', 'Max von Sydow ', 'Jessica Brooks Grant ']",54,84
403,Ad Astra,['James Gray'],"['James Gray', ' Ethan Gross']","['Brad Pitt ', 'Tommy Lee Jones ', 'Ruth Negga ', 'Liv Tyler ', 'Donald Sutherland ']",84,40
404,Little Nicky,['Steven Brill'],"['Tim Herlihy', ' Adam Sandler', ' Steven Brill']","['Adam Sandler ', 'Patricia Arquette ', 'Harvey Keitel ', 'Rhys Ifans ', 'Tommy ""Tiny"" Lister ']",22,56
405,The Wild,"[""Steve 'Spaz' Williams"", ' Steve ""Spaz"" Williams', ' Steve Williams']","['Ed Decter', ' Mark Gibson', ' Philip Halprin', ' John J. Strauss', ' Edward Decter']","['Kiefer Sutherland ', 'Jim Belushi ', 'Eddie Izzard ', 'Janeane Garofalo ', 'William Shatner ']",19,36
406,Thirteen Days,['Roger Donaldson'],['David Self'],"['Kevin Costner ', 'Bruce Greenwood ', 'Steven Culp ', 'Dylan Baker ', 'Henry Strozier ']",83,80
407,Daylight,['Rob Cohen'],['Leslie Bohem'],"['Sylvester Stallone ', 'Amy Brenneman ', 'Viggo Mortensen ', 'Dan Hedaya ', 'Jay O. Sanders ']",25,37
408,The Last Witch Hunter,['Breck Eisner'],"['Matt Sazama', ' Burk Sharpless', ' Breck Eisner', ' Cory Goodman']","['Vin Diesel ', 'Rose Leslie ', 'Michael Caine ', '', 'Dolan 37th']",18,43
409,Looney Tunes: Back in Action,['Joe Dante'],['Larry Doyle'],"['Daffy DuckBrendan Fraser ', 'Jenna Elfman ', 'Steve Martin ', 'Timothy Dalton ', 'Joe Alaskey ']",56,50
410,Timeline,['Richard Donner'],"['Jeff Maguire', ' George Nolfi']","['Paul Walker ', ""Frances O'Connor (II)"", 'Gerard Butler ', 'Billy Connolly ', 'David Thewlis ']",11,45
411,Oceans,"['Jacques Cluzaud', ' Jacques Perrin']","['Jacques Perrin', ' Jacques Cluzaud', ' François Sarano', ' Stéphane Durand', ' Laurent Debas']","['Jacques PerrinLancelot Perrin ', 'Pierce Brosnan ', 'Rie Miyazawa']",81,75
412,Babe: Pig in the City,['George Miller'],"['Dick-King Smith', ' Judy Morris', ' Mark Lamprell']","['James Cromwell ', 'Elizabeth Daily ', 'Magda Szubanski ', 'Mary Stein ', 'Mickey Rooney ']",65,40
413,The Postman,['Kevin Costner'],"['Eric Roth', ' Brian Helgeland']","['Kevin Costner ', 'Will Patton ', 'Larenz Tate ', 'Olivia Williams ', 'James Russo ']",8,50
414,Red Planet,"['Antony Hoffman', ' Anthony Hoffman']","['Chuck Pfarrer', ' Jonathan Lemkin', ' Channing Gibson']","['Val Kilmer ', 'Carrie-Anne Moss ', 'Benjamin Bratt ', 'Tom Sizemore ', 'Terence Stamp ']",14,28
415,The Invasion,['Oliver Hirschbiegel'],['David Kajganich'],"['Nicole Kidman ', 'Daniel Craig ', 'Jeremy Northam ', 'Jeffrey Wright ', 'Jackson Bond ']",19,40
416,A Sound of Thunder,"['Ben Kingsley', ' Peter Hyams']","['Thomas Dean Donnelly', ' Joshua Oppenheimer', ' Gregory Poirier']","['Edward Burns ', 'Catherine McCormack ', 'Ben Kingsley ', 'Jemima Rooper ', 'David Oyelowo ']",6,18
417,The Aeronauts,['Tom Harper'],['Jack Thorne'],"['Eddie Redmayne ', 'Felicity Jones ', 'Tom CourtenayVincent PerezAnne ReidRebecca FrontPhoebe FoxHimesh PatelView All ']",72,95
418,The Lion King,"['Roger Allers', ' Rob Minkoff']","['Linda Woolverton', ' Jonathan Roberts', ' Irene Mecchi']","['Matthew Broderick ', 'Jeremy Irons ', 'James Earl Jones ', 'Nathan Lane ', 'Moira Kelly ']",93,93
419,Journey 2: The Mysterious Island,['Brad Peyton'],"['Richard Outten', ' Brian Gunn', ' Mark Gunn', ' Brad Peyton']","['Dwayne Johnson ', 'Michael Caine ', 'Josh Hutcherson ', 'Luis Guzman ', 'Kristin Davis ']",45,59
420,A Beautiful Mind,['Ron Howard'],['Akiva Goldsman'],"['Russell Crowe ', 'Jennifer Connelly ', 'Ed Harris ', 'Christopher Plummer ', 'Paul Bettany ']",74,93
421,Cloudy with a Chance of Meatballs 2,"['Kris Pearn', ' Cody Cameron']","['Jonathan Goldstein', ' John Francis Daley', ' Erica Rivinoja']","['Bill Hader ', 'Anna Faris ', 'James Caan ', 'Kristen Schaal ', 'Terry Crews ']",71,66
422,Red Dragon,['Brett Ratner'],['Ted Tally'],"['Anthony Hopkins ', 'Edward Norton ', 'Ralph Fiennes ', 'Harvey Keitel ', 'Emily Watson ']",68,74
423,Hidalgo,['Joe Johnston'],['John Fusco'],"['Viggo Mortensen ', 'Zuleikha Robinson ', 'Omar Sharif ', 'Louise Lombard ', 'Adam Alexi-Malle ']",46,64
424,Exorcist: The Beginning,['Renny Harlin'],"['Alexi Hawley', ' Renny Harlin']","['Stellan Skarsgård ', ""James D'Arcy "", 'Izabella Scorupco ', 'Remy Sweeney ', 'Julian Wadham ']",10,27
425,The Equalizer 2,['Antoine Fuqua'],['Richard Wenk'],"['Denzel Washington ', 'Pedro Pascal ', 'Ashton Sanders ', 'Bill Pullman ', 'Melissa Leo ']",52,61
426,Despicable Me 2,"['Pierre Coffin', ' Chris Renaud']","['Cinco Paul', ' Ken Daurio']","['Steve Carell ', 'Kristen Wiig ', 'Benjamin Bratt ', 'Miranda Cosgrove ', 'Russell Brand ']",75,85
427,2 Fast 2 Furious,['John Singleton'],"['Gary Scott Thompson', ' Derek Haas', ' Michael Brandt']","['Paul Walker ', 'Tyrese Gibson ', 'Eva Mendes ', 'Cole Hauser ', 'Chris ""Ludacris"" Bridges ']",36,50
428,Children of Men,['Alfonso Cuarón'],"['Alfonso Cuarón', ' Timothy J. Sexton', ' David Arata', ' Mark Fergus', ' Hawk Ostby']","['Clive Owen ', 'Julianne Moore ', 'Michael Caine ', 'Chiwetel Ejiofor ', 'Charlie Hunnam ']",92,85
429,The Secret Life of Pets,"['Yarrow Cheney', ' Chris Renaud']","['Cinco Paul', ' Ken Daurio', ' Brian Lynch']","['Louis C.K. ', 'Kevin Hart ', 'Eric Stonestreet ', 'Ellie Kemper ', 'Lake Bell ']",73,62
430,Sing,['Richard Baskin'],['Dean Pitchford'],"['Lorraine Bracco ', 'Peter Dobson ', 'Jessica Steen ', 'Louise Lasser ', 'George DiCenzo ']",43,89
431,Despicable Me 3,"['Kyle Balda', ' Pierre Coffin', ' Eric Guillon']","['Ken Daurio', ' Cinco Paul']","['Steve Carell ', 'Kristen Wiig ', 'Trey Parker ', 'Miranda Cosgrove ', 'Dana Gaier ']",58,53
432,Madagascar,"['Eric Darnell', ' Tom McGrath']","['Mark Burton', ' Billy Frolick', ' Eric Darnell', ' Tom McGrath']","['Ben Stiller ', 'Chris Rock ', 'David Schwimmer ', 'Jada Pinkett Smith ', 'Sacha Baron Cohen ']",54,70
433,Grown Ups,['Dennis Dugan'],"['Adam Sandler', ' Fred Wolf (II)', ' Dennis Dugan']","['Adam Sandler ', 'Kevin James ', 'Chris Rock ', 'David Spade ', 'Rob Schneider ']",10,62
434,Shark Tale,"[""Eric 'Bibo' Bergeron"", ' Rob Letterman', ' Bibo Bergeron', ' Vicky Jenson']","['Damian Shannon', ' Mark Swift', ' Michael J. Wilson', ' Rob Letterman']","['Will Smith ', 'Robert De Niro ', 'Renée Zellweger ', 'Angelina Jolie ', 'Jack Black ']",36,49
435,50 First Dates,['Peter Segal'],['George Wing'],"['Adam Sandler ', 'Drew Barrymore ', 'Rob Schneider ', 'Sean Astin ', 'Blake Clark ']",45,65
436,Hairspray,['Adam Shankman'],"['Thomas Meehan', "" Mark O'Donnell"", ' Adam Shankman', ' Leslie Dixon', ' John Waters']","['John Travolta ', 'Michelle Pfeiffer ', 'Queen Latifah ', 'Christopher Walken ', 'James Marsden ']",91,84
437,Now You See Me,['Louis Leterrier'],"['Boaz Yakin', ' Edward Ricourt', ' Ed Solomon']","['Jesse Eisenberg ', 'Dave Franco ', 'Morgan Freeman ', 'Mark Ruffalo ', 'Woody Harrelson ']",50,70
438,Dreamgirls,['Bill Condon'],['Bill Condon'],"['Jamie Foxx ', 'Beyoncé Knowles ', 'Eddie Murphy ', 'Danny Glover ', 'Jennifer Hudson ']",78,71
439,Christopher Robin,['Marc Forster'],"['Allison Schroeder', ' Tom K. McCarthy']","['Ewan McGregor ', 'Hayley Atwell ', 'Bronte Carmichael ', 'Mark Gatiss ', 'Brad Garrett ']",73,83
440,Inspector Gadget,['David Kellogg'],"['Andy Heyward', ' Jean Chalopin', ' Bruno Bianchi', ' Dana Olsen', ' Kerry Ehrin', ' Zak Penn', ' Jeff Berry']","['Matthew Broderick ', 'Rupert Everett ', 'Joely Fisher ', 'Cheri Oteri ', 'Andy Dick ']",21,18
441,Constantine,['Francis Lawrence'],"['Frank A. Cappello', ' Kevin Brodbin', ' Frank Cappello', ' Francis Lawrence']","['Keanu Reeves ', 'Rachel Weisz ', 'Shia LaBeouf ', 'Djimon Hounsou ', 'Max Baker ']",46,72
442,Monster House,['Gil Kenan'],"['Dan Harmon', ' Rob Schrab', ' Pamela Pettler']","['Steve Buscemi ', 'Nick Cannon ', 'Maggie Gyllenhaal ', 'Jon Heder ', 'Kevin James ']",75,63
443,Vertical Limit,['Martin Campbell'],"['Robert King', ' Terry Hayes', ' Martin Campbell']","[""Chris O'Donnell "", 'Robin Tunney ', 'Scott Glenn ', 'Bill Paxton ', 'Izabella Scorupco ']",48,41
444,Life,['Ted Demme'],"['Robert Ramsey', ' Matthew Stone']","['Eddie Murphy ', 'Martin Lawrence ', 'Ned Beatty ', 'Obba Babatundé ', 'Bernie Mac ']",50,77
445,Abominable,['Jill Culton'],"['In Theaters:Sep 27', ' 2019\xa0wide']","['Chloe Bennet ', 'Tenzing Norgay Trainor ', 'Albert Tsai ', 'Eddie Izzard ', 'Sarah Paulson ']",81,95
446,Be Cool,['F. Gary Gray'],['Peter Steinfeld'],"['John Travolta ', 'Uma Thurman ', 'Vince Vaughn ', 'Cedric the Entertainer ', 'André Benjamin ']",30,42
447,Munich,['Steven Spielberg'],"['Tony Kushner', ' Eric Roth']","['Eric Bana ', 'Daniel Craig ', 'Ciarán Hinds ', 'Mathieu Kassovitz ', 'Geoffrey Rush ']",78,83
448,The Man From U.N.C.L.E.,['Guy Ritchie'],"['Guy Ritchie', ' Lionel Wigram']","['Henry Cavill ', 'Armie Hammer ', 'Alicia Vikander ', '', '']",67,73
449,Tears of the Sun,['Antoine Fuqua'],"['Alex Lasker', ' Patrick Cirillo', ' Antoine Fuqua', ' Malcolm Clarke', ' Robert Orr']","['Bruce Willis ', 'Monica Bellucci ', 'Cole Hauser ', 'Eamonn Walker ', 'Nick Chinlund ']",33,69
450,Lady in the Water,['M. Night Shyamalan'],['M. Night Shyamalan'],"['Paul Giamatti ', 'Bryce Dallas Howard ', 'Jeffrey Wright ', 'Bob Balaban ', 'Sarita Choudhury ']",25,49
451,Spanglish,['James L. Brooks'],['James L. Brooks'],"['Adam Sandler ', 'Téa Leoni ', 'Paz Vega ', 'Cloris Leachman ', 'Shelbie Bruce ']",53,60
452,Bandits,['Barry Levinson'],['Harley Peyton'],"['Bruce Willis ', 'Billy Bob Thornton ', 'Cate Blanchett ', 'Troy Garity ', 'Bobby Slayton ']",64,58
453,First Knight,['Jerry Zucker'],"['William Nicholson', ' Lorne Cameron']","['Sean Connery ', 'Richard Gere ', 'Julia Ormond ', 'Ben Cross ', 'Liam Cunningham ']",44,55
454,Hollywood Homicide,['Ron Shelton'],"['Ron Shelton', ' Robert Souza']","['Harrison Ford ', 'Josh Hartnett ', 'Lena Olin ', 'Bruce Greenwood ', 'Isaiah Washington ']",30,27
455,Titan A.E.,"['Don Bluth', ' Gary Goldman']","['Ben Edlund', ' John August', ' Joss Whedon']","['Matt Damon ', 'Bill Pullman ', 'Drew Barrymore ', 'John Leguizamo ', 'Janeane Garofalo ']",51,60
456,Flight of the Phoenix,['John Moore (V) '],"['Edward Burns', ' Scott Frank']","['Dennis Quaid ', 'Tyrese Gibson ', 'Giovanni Ribisi ', 'Miranda Otto ', 'Tony Curran ']",30,40
457,Monkeybone,['Henry Selick'],['Sam Hamm'],"['Brendan Fraser ', 'Bridget Fonda ', 'Chris Kattan ', 'John Turturro ', 'Giancarlo Esposito ']",19,27
458,PLAYMOBIL,['Lino DiSalvo'],"['Blaise Hemingway', ' Greg Erb', ' Jason Oremland', ' Lino DiSalvo']","['Daniel Radcliffe ', 'Adam Lambert ', 'Anya Taylor-Joy ', 'Jim Gaffigan ', 'Gabriel Bateman ']",17,62
459,Minions,"['Pierre Coffin', ' Kyle Balda']",['Brian Lynch'],"['Chris RenaudHiroyuki Sanada ', 'Michael Beattie ', 'David Rosenbaum ', 'Alex Dowding ', 'Jess Harnell ']",55,49
460,The SpongeBob Movie: Sponge Out of Water,['Paul Tibbitt'],"['Mike Mitchell', ' Glenn Berger', ' Paul Tibbitt', ' Jonathan Aibel', ' Stephen Hillenburg']","['Tom Kenny ', '', 'Patryk Rozgwiazda', 'Seagull', 'Skalmar Ob?ynos, ']",81,54
461,Unbreakable,['M. Night Shyamalan'],['M. Night Shyamalan'],"['Bruce Willis ', 'Samuel L. Jackson ', 'Robin Wright ', 'Spencer Treat Clark ', 'Charlayne Woodard ']",70,77
462,Talladega Nights: The Ballad of Ricky Bobby,['Adam McKay'],"['Will Ferrell', ' Adam McKay']","['Will Ferrell ', 'John C. Reilly ', 'Sacha Baron Cohen ', 'Gary Cole ', 'Michael Clarke Duncan ']",71,73
463,The Angry Birds Movie,"['Clay Kaytis', ' Fergal Reilly']",['Jon Vitti'],"['Jason Sudeikis ', 'Josh Gad ', 'Danny McBride (IV) ', 'Maya Rudolph ', 'Bill Hader ']",43,46
464,Snake Eyes,['Brian DePalma'],"['Brian DePalma', ' David Koepp']","['Nicolas Cage ', 'Gary Sinise ', 'John Heard ', 'Carla Gugino ', 'Stan Shaw ']",41,35
465,Sphere,['Barry Levinson'],"['Paul Attanasio', ' Stephen Hauser', ' Kurt Wimmer']","['Dustin Hoffman ', 'Sharon Stone ', 'Samuel L. Jackson ', 'Peter Coyote ', 'Liev Schreiber ']",12,38
466,Funny People,['Judd Apatow'],['Judd Apatow'],"['Adam Sandler ', 'Seth Rogen ', 'Leslie Mann ', 'Eric Bana ', 'Jonah Hill ']",69,48
467,The Kingdom,['Peter Berg'],['Matthew Michael Carnahan'],"['Jamie Foxx ', 'Chris Cooper ', 'Jennifer Garner ', 'Jason Bateman ', 'Ashraf Barhom ']",51,76
468,Dr. Dolittle 2,['Steve Carr'],['Larry Levin'],"['Joseph BolognaEddie Murphy ', 'Kristen Wilson ', 'Raven-Symoné ', 'Phil ProctorKyla Pratt ', 'Kevin Pollak ']",42,26
469,Driven,['Nick Hamm'],['Colin Bateman'],"['Jason Sudeikis ', 'Lee Pace ', 'Judy Greer ', 'Corey Stoll ', 'Isabel Arraiza ']",62,68
470,The Majestic,['Frank Darabont'],['Michael Sloane'],"['Jim Carrey ', 'Martin Landau ', 'Laurie Holden ', 'Allen Garfield ', 'Amanda Detmer ']",42,60
471,Two Brothers,['Jean-Jacques Annaud'],"['Alain Godard', ' Jean-Jacques Annaud']","['Guy Pearce ', 'Jean-Claude Dreyfus ', 'Freddie Highmore ', 'Oanh Nguyen ', 'Philippine Leroy-Beaulieu ']",78,75
472,Doctor Dolittle,['Richard Fleischer'],['Leslie Bricusse'],"['Rex Harrison ', 'Samantha Eggar ', 'Anthony Newley ', 'Richard Attenborough ', 'Peter Bull ']",29,57
473,Signs,['M. Night Shyamalan'],['M. Night Shyamalan'],"['Mel Gibson ', 'Joaquin Phoenix ', 'Abigail Breslin ', 'Rory Culkin ', 'Cherry Jones ']",74,67
474,Shrek 2,"['Conrad Vernon', ' Andrew Adamson', ' Kelly Asbury']","['Joe Stillman', ' David N. Weiss', ' J. David Stern', ' J. David Stem', ' Andrew Adamson']","['Mike Myers ', 'John Cleese ', 'Jonathan RossJennifer Saunders ', 'Conrad Vernon ', 'Latifa Ouaou ']",89,69
475,Cars,"['John Lasseter', ' Joe Ranft']","['John Lasseter', ' Dan Fogelman', ' Joe Ranft', ' Kiel Murray', ' Phil Lorin', ' Jorgen Klubien']","['Owen Wilson ', 'Paul Newman ', 'Bonnie Hunt ', 'Larry The Cable Guy ', 'Cheech Marin ']",75,79
476,It: Chapter Two,['Andy Muschietti'],['Gary Dauberman'],"['James McAvoy ', 'Jessica Chastain ', 'Bill Hader ', 'Isaiah Mustafa ', 'Jay Ryan ']",63,78
477,Who Framed Roger Rabbit?,['Robert Zemeckis'],"['Peter S. Seaman', ' Jeffrey Price']","['Bob Hoskins ', 'Christopher Lloyd ', 'Joanna Cassidy ', 'Charles Fleischer ', 'Kathleen Turner ']",97,84
478,Runaway Bride,['Garry Marshall'],"['Sara Parriott', ' Josann McGibbon', ' Garry Marshall']","['Julia Roberts ', 'Richard Gere ', 'Joan Cusack ', 'Christopher Meloni ', 'Hector Elizondo ']",46,53
479,xXx,['Rob Cohen'],['Rich Wilkes'],"['Vin Diesel ', 'Asia Argento ', 'Samuel L. Jackson ', 'Marton Csokas ', 'Danny Trejo ']",48,58
480,Inglourious Basterds,['Quentin Tarantino'],['Quentin Tarantino'],"['Brad Pitt ', 'Mélanie Laurent ', 'Christoph Waltz ', 'Eli Roth ', 'Michael Fassbender ']",89,88
481,Hook,['Steven Spielberg'],"['Malia Scotch Marmo', ' James V. Hart', ' Steven Spielberg', ' Nick Castle Jr.']","['Robin Williams ', 'Dustin Hoffman ', 'Julia Roberts ', 'Bob Hoskins ', 'Maggie Smith ']",28,76
482,Die Hard 2,['Renny Harlin'],"['Steven E. de Souza', ' Renny Harlin', ' Doug Richardson']","['Bruce Willis ', 'Bonnie Bedelia ', 'William Atherton ', 'Reginald VelJohnson ', 'Franco Nero ']",68,70
483,S.W.A.T.,['Clark Johnson'],"['David Ayer', ' David McKenna', ' Ron Mita', ' Jim McClain']","['Samuel L. Jackson ', 'Colin Farrell ', 'Michelle Rodriguez ', 'LL Cool J ', 'Josh Charles ']",48,52
484,Sleepy Hollow,['Tim Burton'],['Andrew Kevin Walker'],"['Johnny Depp ', 'Christina Ricci ', 'Miranda Richardson ', 'Casper Van Dien ', 'Michael Gambon ']",68,80
485,Vanilla Sky,['Cameron Crowe'],"['Alejandro Amenábar', ' Mateo Gil', ' Cameron Crowe']","['Tom Cruise ', 'Penelope Cruz ', 'Cameron Diaz ', 'Kurt Russell ', 'Jason Lee ']",42,72
486,Hercules,"['John Musker', ' Ron Clements']",['Ron Clements'],"['Tate Donovan ', 'Danny DeVito ', 'James Woods ', 'Susan Egan ', 'Bobcat Goldthwait ']",84,76
487,Olympus Has Fallen,['Antoine Fuqua'],"['Creighton Rothenberger', ' Katrin Benedikt']","['Gerard Butler ', 'Rick Yune ', 'Aaron Eckhart ', 'Morgan Freeman ', 'Angela Bassett ']",49,66
488,Battle: Los Angeles,"['Jonathan Liebesman', ' Chris Bertolini']","['Christopher Bertolini', ' Chris Bertolini']","['Aaron Eckhart ', 'Ramon Rodríguez ', 'Bridget Moynahan ', 'Michael Peña ', 'Will Rothhaar ']",36,48
489,War Horse,['Steven Spielberg'],"['Richard Curtis', ' Lee Hall']","['Peter Mullan ', 'Jeremy Irvine ', 'Emily Watson ', 'Niels Arestrup ', 'David Thewlis ']",75,74
